Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""CURA-LogIn""), [:], STOP_ON_FAILURE)",Chrome 118.0.5993.118,,,2023-11-10 09:06:17,2023-11-10 09:06:25,7.482s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Logout""))",Chrome 118.0.5993.118,,,2023-11-10 09:06:25,2023-11-10 09:06:25,0.373s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 118.0.5993.118,,,2023-11-10 09:06:25,2023-11-10 09:06:25,0.218s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_fa fa-bars""))",Chrome 118.0.5993.118,,,2023-11-10 09:06:25,2023-11-10 09:06:26,0.256s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""), ""Login"")",Chrome 118.0.5993.118,,,2023-11-10 09:06:26,2023-11-10 09:06:26,0.140s,PASSED
,,,,,,,
Test Cases/CURA-Verify-Address,Chrome 118.0.5993.118,,,2023-11-10 09:06:44,2023-11-10 09:06:50,5.806s,FAILED
"openBrowser("""")",Chrome 118.0.5993.118,,,2023-11-10 09:06:44,2023-11-10 09:06:48,3.648s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 118.0.5993.118,,,2023-11-10 09:06:48,2023-11-10 09:06:49,1.043s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Atlanta 550 Pharr Road NE Suite 525Atlant_8f4c85""), ""Atlanta 550 Pharr Road NE Suite 525Atlanta, GA 30305"")",Chrome 118.0.5993.118,,,2023-11-10 09:06:49,2023-11-10 09:06:50,1.085s,FAILED
,,,,,,,
Test Cases/CURA-Verify-Email,Chrome 118.0.5993.118,,,2023-11-10 09:06:50,2023-11-10 09:06:55,5.215s,PASSED
"openBrowser("""")",Chrome 118.0.5993.118,,,2023-11-10 09:06:50,2023-11-10 09:06:54,3.602s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 118.0.5993.118,,,2023-11-10 09:06:54,2023-11-10 09:06:55,1.148s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_infokatalon.com""), ""info@katalon.com"")",Chrome 118.0.5993.118,,,2023-11-10 09:06:55,2023-11-10 09:06:55,0.129s,PASSED
closeBrowser(),Chrome 118.0.5993.118,,,2023-11-10 09:06:55,2023-11-10 09:06:55,0.174s,PASSED
,,,,,,,
Test Cases/CURA-Verify-Failed-LogIn,Chrome 118.0.5993.118,,,2023-11-10 09:07:10,2023-11-10 09:07:15,4.683s,FAILED
"openBrowser("""")",Chrome 118.0.5993.118,,,2023-11-10 09:07:10,2023-11-10 09:07:13,3.188s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 118.0.5993.118,,,2023-11-10 09:07:13,2023-11-10 09:07:14,0.948s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/body_CURA Healthcare                       _fb9a78""))",Chrome 118.0.5993.118,,,2023-11-10 09:07:14,2023-11-10 09:07:15,0.292s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""))",Chrome 118.0.5993.118,,,2023-11-10 09:07:15,2023-11-10 09:07:15,0.232s,FAILED
,,,,,,,
Test Cases/CURA-Verify-Phone-Number,Chrome 118.0.5993.118,,,2023-11-10 09:07:15,2023-11-10 09:07:19,4.529s,PASSED
"openBrowser("""")",Chrome 118.0.5993.118,,,2023-11-10 09:07:15,2023-11-10 09:07:18,3.080s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 118.0.5993.118,,,2023-11-10 09:07:18,2023-11-10 09:07:19,1.068s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/li_(678) 813-1KMS""), ""(678) 813-1KMS"")",Chrome 118.0.5993.118,,,2023-11-10 09:07:19,2023-11-10 09:07:19,0.110s,PASSED
closeBrowser(),Chrome 118.0.5993.118,,,2023-11-10 09:07:19,2023-11-10 09:07:19,0.137s,PASSED
,,,,,,,
Test Cases/CURA-MakeAnAppointment,Chrome 118.0.5993.118,,,2023-11-10 09:07:19,2023-11-10 09:07:27,7.619s,PASSED
"openBrowser("""")",Chrome 118.0.5993.118,,,2023-11-10 09:07:19,2023-11-10 09:07:23,3.238s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 118.0.5993.118,,,2023-11-10 09:07:23,2023-11-10 09:07:24,1.087s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/amenu-toggle""))",Chrome 118.0.5993.118,,,2023-11-10 09:07:24,2023-11-10 09:07:24,0.156s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""))",Chrome 118.0.5993.118,,,2023-11-10 09:07:24,2023-11-10 09:07:24,0.343s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_username""), ""John Doe"")",Chrome 118.0.5993.118,,,2023-11-10 09:07:24,2023-11-10 09:07:25,0.246s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 118.0.5993.118,,,2023-11-10 09:07:25,2023-11-10 09:07:25,0.198s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 118.0.5993.118,,,2023-11-10 09:07:25,2023-11-10 09:07:25,0.403s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Apply for hospital readmission""))",Chrome 118.0.5993.118,,,2023-11-10 09:07:25,2023-11-10 09:07:25,0.161s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/span_glyphicon glyphicon-calendar""))",Chrome 118.0.5993.118,,,2023-11-10 09:07:25,2023-11-10 09:07:26,0.180s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_1""))",Chrome 118.0.5993.118,,,2023-11-10 09:07:26,2023-11-10 09:07:26,0.170s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_30""))",Chrome 118.0.5993.118,,,2023-11-10 09:07:26,2023-11-10 09:07:26,0.168s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_comment""), ""Tokyo Hospital Readmission"")",Chrome 118.0.5993.118,,,2023-11-10 09:07:26,2023-11-10 09:07:26,0.261s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 118.0.5993.118,,,2023-11-10 09:07:26,2023-11-10 09:07:27,0.626s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Please be informed that your appointment _11813a""), ""Please be informed that your appointment has been booked as following:"")",Chrome 118.0.5993.118,,,2023-11-10 09:07:27,2023-11-10 09:07:27,0.255s,PASSED
,,,,,,,
Test Cases/CURA-LogIn,Chrome 118.0.5993.118,,,2023-11-10 09:07:27,2023-11-10 09:07:33,6.339s,PASSED
"openBrowser("""")",Chrome 118.0.5993.118,,,2023-11-10 09:07:27,2023-11-10 09:07:30,3.430s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 118.0.5993.118,,,2023-11-10 09:07:30,2023-11-10 09:07:31,1.038s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/amenu-toggle""))",Chrome 118.0.5993.118,,,2023-11-10 09:07:31,2023-11-10 09:07:32,0.168s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""))",Chrome 118.0.5993.118,,,2023-11-10 09:07:32,2023-11-10 09:07:32,0.553s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_username""), ""John Doe"")",Chrome 118.0.5993.118,,,2023-11-10 09:07:32,2023-11-10 09:07:33,0.318s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 118.0.5993.118,,,2023-11-10 09:07:33,2023-11-10 09:07:33,0.206s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 118.0.5993.118,,,2023-11-10 09:07:33,2023-11-10 09:07:33,0.335s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_fa fa-bars""))",Chrome 118.0.5993.118,,,2023-11-10 09:07:33,2023-11-10 09:07:33,0.141s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Logout""), ""Logout"")",Chrome 118.0.5993.118,,,2023-11-10 09:07:33,2023-11-10 09:07:33,0.109s,PASSED
,,,,,,,
Test Cases/CURA-LogOut,Chrome 118.0.5993.118,,,2023-11-10 09:07:33,2023-11-10 09:07:41,7.273s,PASSED
"callTestCase(findTestCase(""CURA-LogIn""), [:], STOP_ON_FAILURE)",Chrome 118.0.5993.118,,,2023-11-10 09:07:33,2023-11-10 09:07:40,6.580s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Logout""))",Chrome 118.0.5993.118,,,2023-11-10 09:07:40,2023-11-10 09:07:40,0.290s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 118.0.5993.118,,,2023-11-10 09:07:40,2023-11-10 09:07:40,0.124s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/i_fa fa-bars""))",Chrome 118.0.5993.118,,,2023-11-10 09:07:40,2023-11-10 09:07:40,0.152s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""), ""Login"")",Chrome 118.0.5993.118,,,2023-11-10 09:07:40,2023-11-10 09:07:41,0.105s,PASSED
,,,,,,,
Test Cases/CURA-Make-Appointment-HongKong,Chrome 118.0.5993.118,,,2023-11-10 09:09:40,2023-11-10 09:10:19,39.383s,FAILED
"callTestCase(findTestCase(""CURA-LogIn""), [:], STOP_ON_FAILURE)",Chrome 118.0.5993.118,,,2023-11-10 09:09:40,2023-11-10 09:09:46,6.490s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_Make Appointment""))",Chrome 118.0.5993.118,,,2023-11-10 09:09:46,2023-11-10 09:09:47,0.146s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Hongkong CURA Healthcare Center"", true)",Chrome 118.0.5993.118,,,2023-11-10 09:09:47,2023-11-10 09:09:47,0.270s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_input-group-addon""))",Chrome 118.0.5993.118,,,2023-11-10 09:09:47,2023-11-10 09:10:19,32.458s,FAILED
,,,,,,,
Test Cases/CURA-Make-Appointment-Seol,Chrome 118.0.5993.118,,,2023-11-10 09:10:42,2023-11-10 09:10:51,8.867s,FAILED
"callTestCase(findTestCase(""CURA-LogIn""), [:], STOP_ON_FAILURE)",Chrome 118.0.5993.118,,,2023-11-10 09:10:42,2023-11-10 09:10:50,8.081s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Seoul CURA Healthcare Center"", true)",Chrome 118.0.5993.118,,,2023-11-10 09:10:50,2023-11-10 09:10:50,0.334s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Tokyo CURA Healthcare Center
 Hongkong CURA Healthcare Center
 Seoul CURA Healthcare Center"")",Chrome 118.0.5993.118,,,2023-11-10 09:10:50,2023-11-10 09:10:51,0.426s,FAILED
,,,,,,,
Test Cases/CURA-MakeAnAppointment,Chrome 118.0.5993.118,,,2023-11-10 09:10:51,2023-11-10 09:11:00,9.821s,PASSED
"openBrowser("""")",Chrome 118.0.5993.118,,,2023-11-10 09:10:51,2023-11-10 09:10:56,4.828s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 118.0.5993.118,,,2023-11-10 09:10:56,2023-11-10 09:10:57,1.372s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/amenu-toggle""))",Chrome 118.0.5993.118,,,2023-11-10 09:10:57,2023-11-10 09:10:57,0.443s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""))",Chrome 118.0.5993.118,,,2023-11-10 09:10:57,2023-11-10 09:10:58,0.568s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_username""), ""John Doe"")",Chrome 118.0.5993.118,,,2023-11-10 09:10:58,2023-11-10 09:10:58,0.421s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 118.0.5993.118,,,2023-11-10 09:10:58,2023-11-10 09:10:59,0.291s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 118.0.5993.118,,,2023-11-10 09:10:59,2023-11-10 09:10:59,0.306s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Apply for hospital readmission""))",Chrome 118.0.5993.118,,,2023-11-10 09:10:59,2023-11-10 09:10:59,0.206s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/span_glyphicon glyphicon-calendar""))",Chrome 118.0.5993.118,,,2023-11-10 09:10:59,2023-11-10 09:10:59,0.201s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_1""))",Chrome 118.0.5993.118,,,2023-11-10 09:10:59,2023-11-10 09:11:00,0.191s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/td_30""))",Chrome 118.0.5993.118,,,2023-11-10 09:11:00,2023-11-10 09:11:00,0.166s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/textarea_comment""), ""Tokyo Hospital Readmission"")",Chrome 118.0.5993.118,,,2023-11-10 09:11:00,2023-11-10 09:11:00,0.361s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 118.0.5993.118,,,2023-11-10 09:11:00,2023-11-10 09:11:00,0.273s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Please be informed that your appointment _11813a""), ""Please be informed that your appointment has been booked as following:"")",Chrome 118.0.5993.118,,,2023-11-10 09:11:00,2023-11-10 09:11:00,0.168s,PASSED
,,,,,,,
Test Cases/CURA-Select-Medicaid,Chrome 118.0.5993.118,,,2023-11-10 09:13:03,2023-11-10 09:13:43,39.620s,FAILED
"callTestCase(findTestCase(""CURA-LogIn""), [:], STOP_ON_FAILURE)",Chrome 118.0.5993.118,,,2023-11-10 09:13:03,2023-11-10 09:13:10,6.899s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Medicare""))",Chrome 118.0.5993.118,,,2023-11-10 09:13:10,2023-11-10 09:13:10,0.176s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_input-group-addon""))",Chrome 118.0.5993.118,,,2023-11-10 09:13:10,2023-11-10 09:13:43,32.508s,FAILED
,,,,,,,
Test Cases/CURA-Select-Medicare,Chrome 118.0.5993.118,,,2023-11-10 09:15:43,2023-11-10 09:16:25,42.311s,FAILED
"callTestCase(findTestCase(""CURA-LogIn""), [:], STOP_ON_FAILURE)",Chrome 118.0.5993.118,,,2023-11-10 09:15:43,2023-11-10 09:15:52,9.155s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_Medicare""))",Chrome 118.0.5993.118,,,2023-11-10 09:15:52,2023-11-10 09:15:52,0.443s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_input-group-addon""))",Chrome 118.0.5993.118,,,2023-11-10 09:15:52,2023-11-10 09:16:25,32.688s,FAILED
,,,,,,,
Test Cases/CURA-Select-None-Health-Program,Chrome 118.0.5993.118,,,2023-11-10 09:18:25,2023-11-10 09:19:03,37.985s,FAILED
"callTestCase(findTestCase(""CURA-LogIn""), [:], STOP_ON_FAILURE)",Chrome 118.0.5993.118,,,2023-11-10 09:18:25,2023-11-10 09:18:30,5.721s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/label_None""))",Chrome 118.0.5993.118,,,2023-11-10 09:18:30,2023-11-10 09:19:03,32.247s,FAILED
,,,,,,,
Test Cases/CURA-Verify-Address,Chrome 118.0.5993.118,,,2023-11-10 09:19:19,2023-11-10 09:19:25,6.005s,FAILED
"openBrowser("""")",Chrome 118.0.5993.118,,,2023-11-10 09:19:19,2023-11-10 09:19:23,3.859s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 118.0.5993.118,,,2023-11-10 09:19:23,2023-11-10 09:19:24,1.064s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/p_Atlanta 550 Pharr Road NE Suite 525Atlant_8f4c85""), ""Atlanta 550 Pharr Road NE Suite 525Atlanta, GA 30305"")",Chrome 118.0.5993.118,,,2023-11-10 09:19:24,2023-11-10 09:19:25,1.061s,FAILED
,,,,,,,
Test Cases/CURA-Verify-Email,Chrome 118.0.5993.118,,,2023-11-10 09:19:25,2023-11-10 09:19:30,4.810s,PASSED
"openBrowser("""")",Chrome 118.0.5993.118,,,2023-11-10 09:19:25,2023-11-10 09:19:28,3.274s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 118.0.5993.118,,,2023-11-10 09:19:28,2023-11-10 09:19:29,1.184s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_infokatalon.com""), ""info@katalon.com"")",Chrome 118.0.5993.118,,,2023-11-10 09:19:29,2023-11-10 09:19:29,0.145s,PASSED
closeBrowser(),Chrome 118.0.5993.118,,,2023-11-10 09:19:29,2023-11-10 09:19:30,0.187s,PASSED
,,,,,,,
Test Cases/CURA-Verify-Failed-Booking-Appt,Chrome 118.0.5993.118,,,2023-11-10 09:19:30,2023-11-10 09:19:37,7.445s,PASSED
"callTestCase(findTestCase(""CURA-LogIn""), [:], STOP_ON_FAILURE)",Chrome 118.0.5993.118,,,2023-11-10 09:19:30,2023-11-10 09:19:36,6.239s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 118.0.5993.118,,,2023-11-10 09:19:36,2023-11-10 09:19:37,0.422s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_CURA Healthcare Service/th_November 2023""), 0)",Chrome 118.0.5993.118,,,2023-11-10 09:19:37,2023-11-10 09:19:37,0.140s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 118.0.5993.118,,,2023-11-10 09:19:37,2023-11-10 09:19:37,0.156s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Page_CURA Healthcare Service/div_November 2023SuMoTuWeThFrSa293031123456_f43344""), 0)",Chrome 118.0.5993.118,,,2023-11-10 09:19:37,2023-11-10 09:19:37,0.111s,PASSED
closeBrowser(),Chrome 118.0.5993.118,,,2023-11-10 09:19:37,2023-11-10 09:19:37,0.162s,PASSED
,,,,,,,
Test Cases/CURA-Verify-Failed-LogIn,Chrome 118.0.5993.118,,,2023-11-10 09:19:52,2023-11-10 09:19:57,5.079s,FAILED
"openBrowser("""")",Chrome 118.0.5993.118,,,2023-11-10 09:19:52,2023-11-10 09:19:56,3.501s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 118.0.5993.118,,,2023-11-10 09:19:56,2023-11-10 09:19:57,1.010s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/body_CURA Healthcare                       _fb9a78""))",Chrome 118.0.5993.118,,,2023-11-10 09:19:57,2023-11-10 09:19:57,0.318s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""))",Chrome 118.0.5993.118,,,2023-11-10 09:19:57,2023-11-10 09:19:57,0.231s,FAILED
,,,,,,,
Test Cases/CURA-Verify-Phone-Number,Chrome 118.0.5993.118,,,2023-11-10 09:19:57,2023-11-10 09:20:02,5.024s,PASSED
"openBrowser("""")",Chrome 118.0.5993.118,,,2023-11-10 09:19:57,2023-11-10 09:20:01,3.612s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 118.0.5993.118,,,2023-11-10 09:20:01,2023-11-10 09:20:02,1.116s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/li_(678) 813-1KMS""), ""(678) 813-1KMS"")",Chrome 118.0.5993.118,,,2023-11-10 09:20:02,2023-11-10 09:20:02,0.111s,PASSED
closeBrowser(),Chrome 118.0.5993.118,,,2023-11-10 09:20:02,2023-11-10 09:20:02,0.168s,PASSED
,,,,,,,
Test Cases/CURA-View-History,Chrome 118.0.5993.118,,,2023-11-10 09:20:02,2023-11-10 09:20:09,6.819s,PASSED
"callTestCase(findTestCase(""CURA-LogIn""), [:], STOP_ON_FAILURE)",Chrome 118.0.5993.118,,,2023-11-10 09:20:03,2023-11-10 09:20:09,6.154s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_History""))",Chrome 118.0.5993.118,,,2023-11-10 09:20:09,2023-11-10 09:20:09,0.193s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/history.php#history"")",Chrome 118.0.5993.118,,,2023-11-10 09:20:09,2023-11-10 09:20:09,0.054s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_History""), ""History"")",Chrome 118.0.5993.118,,,2023-11-10 09:20:09,2023-11-10 09:20:09,0.118s,PASSED
closeBrowser(),Chrome 118.0.5993.118,,,2023-11-10 09:20:09,2023-11-10 09:20:09,0.149s,PASSED
,,,,,,,
Test Cases/CURA-View-Profile,Chrome 118.0.5993.118,,,2023-11-10 09:20:09,2023-11-10 09:20:18,8.346s,PASSED
"callTestCase(findTestCase(""CURA-LogIn""), [:], STOP_ON_FAILURE)",Chrome 118.0.5993.118,,,2023-11-10 09:20:09,2023-11-10 09:20:17,7.525s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Profile""))",Chrome 118.0.5993.118,,,2023-11-10 09:20:17,2023-11-10 09:20:17,0.337s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/profile.php#profile"")",Chrome 118.0.5993.118,,,2023-11-10 09:20:17,2023-11-10 09:20:17,0.028s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/h2_Profile""), ""Profile"")",Chrome 118.0.5993.118,,,2023-11-10 09:20:17,2023-11-10 09:20:17,0.105s,PASSED
closeBrowser(),Chrome 118.0.5993.118,,,2023-11-10 09:20:17,2023-11-10 09:20:18,0.180s,PASSED
